Comment,Rating,PhoBERT_Text,SVM_Text
"Hà Nội mấy hôm dịch dã căng thẳng mà thèm 1 chút nướng nhâm nhi vài ly rượu. Trước hay đi ăn mấy nơi và vẫn chưa ưng cái bụng. Vậy mà em lại sa ngã vào quán nướng Hàn này.

Không gian: 2 tầng mặt tiền rộng, thiết kế bàn ngồi theo đúng chuẩn Hàn luôn ấy.
Đồ ăn: Đúng là điểm nhấn ờ đây rồi

Nhóm mình có order Buffet cao nhất 369k đang được giảm giá còn 329k và được tặng cá hồi tươi. Thịt bò siêu mềm, nướng chín tới ăn vẫn còn thấy vị ngọt của thịt nó đã gì đâu á. Ba chỉ nướng xem cháy cạnh ăn cũng okela lắm nhưng lỡ chót yêu thịt bò quá nhiều. Đồ banchan ở đây khá đa dạng. Hai bát mì lạnh ăn cũng ngon nữa ăn sau khi ăn nướng ăn thêm chút vị đỡ ngấy là chuẩn bài. Đến đoạn siêu no chợt nhớ ra vẫn còn lẩu thái, mà nồi lẩu full topping nào là thịt bò, hải sản, chả cá,… siêu đầy đặn luôn, ấn tượng nhất là nước lẩu chua cay đậm đà.",1,hà_nội mấy hôm dịch dã căng_thẳng mà thèm 1 chút nướng nhâm_nhi vài ly rượu trước hay đi ăn mấy nơi và vẫn chưa ưng cái bụng vậy_mà em lại sa_ngã vào quán nướng hàn này không_gian 2 tầng mặt_tiền rộng thiết_kế bàn ngồi theo đúng chuẩn hàn luôn ấy đồ ăn đúng là điểm nhấn ờ đây rồi nhóm mình có order buffet cao nhất 369k đang được giảm_giá còn 329k và được tặng cá_hồi tươi thịt bò siêu mềm nướng chín_tới ăn vẫn còn thấy vị ngọt của thịt nó đã gì đâu á ba_chỉ nướng xem cháy cạnh ăn cũng ok lắm nhưng lỡ chót yêu thịt bò quá nhiều đồ banchan ở đây khá đa_dạng hai bát mì lạnh ăn cũng ngon nữa ăn sau khi ăn nướng ăn thêm chút vị đỡ ngấy là chuẩn bài đến đoạn siêu no chợt nhớ ra vẫn còn lẩu thái mà nồi lẩu full topping nào là thịt bò hải_sản chả cá siêu đầy_đặn luôn ấn_tượng nhất là nước lẩu chua_cay đậm_đà,hà_nội mấy hôm dịch dã căng_thẳng thèm 1 chút nướng nhâm_nhi ly rượu đi mấy chưa ưng bụng sa_ngã quán nướng hàn không_gian 2 tầng mặt_tiền rộng thiết_kế bàn chuẩn hàn đồ nhấn order buffet 369k giảm_giá 329k tặng cá_hồi tươi thịt bò siêu mềm nướng chín_tới vị thịt ba_chỉ nướng cháy cạnh ok lắm nhưng lỡ chót yêu thịt bò quá đồ banchan đa_dạng hai bát mì lạnh ngon nướng chút vị đỡ ngấy chuẩn đoạn siêu no lẩu thái nồi lẩu full topping thịt bò hải_sản chả cá siêu đầy_đặn ấn_tượng lẩu chua_cay đậm_đà
"Bánh bột lọc ăn cực chán, vừa nguội vừa nhỏ mà đắt 6k/cái. Đang ăn thấy con sâu to tướng chậm rãi bò ra từ đống rau sống. Ôi mẹ ơi. Phải bình tĩnh lắm mới gẩy hết rau sống ra và cố hết đĩa bánh đc 🙂",0,bánh bột lọc ăn cực chán vừa nguội vừa nhỏ mà đắt 6k cái đang ăn thấy con sâu to_tướng chậm_rãi bò ra từ đống rau_sống ôi mẹ ơi phải bình_tĩnh lắm mới gẩy hết rau_sống ra và cố hết đĩa bánh được,bánh bột lọc cực chán nguội đắt 6k sâu to_tướng chậm_rãi bò đống rau_sống ôi mẹ bình_tĩnh lắm gẩy rau_sống cố đĩa bánh
"Cháo trai đậm đà vừa miệng và nóng hổi. Có thêm quẩy càng ngon giòn hơn. Thịt trai mềm đậm vị, sườn sụn cũng ngon. Thịt xiên nướng hơn bé nhưng ăn đc. Quà chiều thế lại hay",1,cháo trai đậm_đà vừa_miệng và nóng_hổi có thêm quẩy càng ngon giòn hơn thịt trai mềm đậm vị sườn sụn cũng ngon thịt xiên nướng hơn bé nhưng ăn được quà chiều thế lại hay,cháo trai đậm_đà vừa_miệng nóng_hổi quẩy ngon giòn thịt trai mềm đậm vị sườn sụn ngon thịt xiên nướng bé nhưng quà chiều
"Đồ ăn + nước uống ngon vừa miệng
Có mắm nêm đặc trưng, thịt chân giò hẳn hoi
Nói chung là k có gì chê trách, chê mỗi cái rẻ quá :) ăn no bụng mà có 70k 🤤🤤🤤
Các b nên thử ăn 1 lần, đến quán, ăn và tự mình cảm nhận :3",1,đồ ăn nước uống ngon vừa_miệng có mắm_nêm đặc_trưng thịt chân_giò hẳn_hoi nói_chung là không có gì chê_trách chê mỗi cái rẻ quá ăn no bụng mà có 70k các b nên thử ăn 1 lần đến quán ăn và tự mình cảm_nhận 3,đồ uống ngon vừa_miệng mắm_nêm đặc_trưng thịt chân_giò hẳn_hoi không chê_trách chê rẻ quá no bụng 70k b thử 1 quán cảm_nhận 3
"Đây là size L mình mua mang về cho riêng túi đá với cốc trà riêng. Nhưng do vận chuyển nên trà hơi bị rỉ nước ra thành cốc. Ống hút giấy huhu mặc dù bảo vệ môi trường thật đấy nhưng mà đối với một con có thói quen cắn ống hút khi uống nước của mình thì  không hề ưng tí nào luôn 😢 
[Hình thức 6,5/10]

Trà thơm, nhưng ở mức bình thường, không có gì đặc biệt. Cho khá ít đào, nếu mình nhớ không lầm thì có 2 hay 3 miếng đào gì đấy 🤨 mỗi miếng nhỏ xíu luôn. Đã vậy còn có cảm giác không ngon, mùi hơi hắc. 
[Chấm cho vị 4,5/10]

Giá cả hơi đắt so với chất lượng, thật ra có nhiều địa điểm còn ngon hơn nhưng ở đây chắc lấy đắt do cái thương hiệu chứ không  xứng với giá tiền. Các bạn có thể thử uống ở cở sở khác xem sao.🧐 

Theo mình nhớ thì cơ sở Phúc Long tại Hà Nội đa số là nằm trong các khu thương mại, nếu muốn mua về thì có vẻ hơi bất tiện và tốn kém vì các anh shipper phải gửi xe để vào mua hàng 😤 
",0,đây là size l mình mua mang về cho riêng túi đá với cốc trà riêng nhưng do vận_chuyển nên trà hơi bị rỉ nước ra thành cốc ống hút giấy huhu mặc_dù bảo_vệ môi_trường thật đấy nhưng mà đối_với một con có thói_quen cắn ống hút khi uống nước của mình thì không hề ưng tí nào luôn hình_thức 6 5 10 trà thơm nhưng ở mức bình_thường không có gì đặc_biệt cho khá ít đào nếu mình nhớ không lầm thì có 2 hay 3 miếng đào gì đấy mỗi miếng nhỏ_xíu luôn đã vậy còn có cảm_giác không ngon mùi hơi hắc chấm cho vị 4 5 10 giá_cả hơi đắt so với chất_lượng thật_ra có nhiều địa_điểm còn ngon hơn nhưng ở đây chắc lấy đắt do cái thương_hiệu chứ không xứng với giá tiền các bạn có_thể thử uống ở cở sở khác xem sao theo mình nhớ thì cơ_sở phúc long tại hà_nội đa_số là nằm trong các khu thương_mại nếu muốn mua về thì có vẻ hơi bất_tiện và tốn_kém vì các anh shipper phải gửi xe để vào mua hàng,size l mua túi đá cốc trà nhưng vận_chuyển trà hơi rỉ thành cốc ống hút giấy huhu mặc_dù bảo_vệ môi_trường đấy nhưng thói_quen cắn ống hút uống không hề ưng tí hình_thức 6 5 10 trà thơm nhưng bình_thường không đào không lầm 2 3 miếng đào đấy miếng nhỏ_xíu cảm_giác không ngon mùi hơi hắc chấm vị 4 5 10 giá_cả hơi đắt chất_lượng địa_điểm ngon nhưng đắt thương_hiệu không xứng giá tiền thử uống cở sở cơ_sở phúc long hà_nội đa_số nằm khu thương_mại mua vẻ hơi bất_tiện tốn_kém shipper gửi xe mua hàng
"Ở đây được cái bánh gối ngon,vỏ giòn,nhân đầy đặn,nhân viên nhanh nhẹn,menu ko có giá tiền bên cạnh rất khó chịu",1,ở đây được cái bánh_gối ngon vỏ giòn nhân đầy_đặn nhân_viên nhanh_nhẹn menu không có_giá tiền bên cạnh rất khó_chịu,bánh_gối ngon vỏ giòn nhân đầy_đặn nhân_viên nhanh_nhẹn menu không có_giá tiền cạnh rất khó_chịu
"Sau hai lần đến dự hội nghị mở ở Vạn Tuế m không muốn bước chân vào đây nữa . Phục vụ chán đã không nhiệt tình lại còn lúc cần thì chả thấy đâu . Cả một căn phòng lớn vậy mà không có một nhân viên nào . Lúc có chị nhân viên ra thì m gọi xong cứ bơ bơ mà đi như kiểu không nghe thấy gì mà rõ ràng không ồn ào . 
   Lần thứ 3 đi cùng gia đình nên lại đến đây. Và m thấy được sự nỗ lực bên Vạn Tuế . Thật sự là rất bất ngờ và m cũng phải công nhận đây là địa điểm lý tưởng để mở hội nghị. 
   🏤 Địa điểm : Nằm ngay trên mặt đường Thái Thịnh gần phía ngã tư Tây Sơn - Thái Thịnh, rất dễ thấy.
   🚪không gian : Nhà hàng có 2 tầng . M chỉ đi tầng 2 vẫn chưa có cơ hội được xuống tầng 1 nên không biết rõ cho lắm . M nghĩ tầng 1 có vẻ rộng hơn tầng 2 thì maxium hơn 80 người . Ban công tầng 2 được trang trí rất đẹp với hoa gắn trên tường, góc chụo đẹp với những bạn thích sống ảo 😂😂😂
   🍽 Chất lượng : Không thích thái độ phục vụ của nhân viên nhưng chưa một lần nào m đến mà thất vọng về chất lượng đồ ăn ở đây. Mỗi lần m đến cũng cách nhau khoảng 3-4 tháng và các món ăn ở đây cũng đều rất ngon rất hợp khẩu vị.
    🛎 Phục vụ : càng ngày càng tiến bộ . Có một điểm trừ mặc dù khách hàng ăn tiệc nhưng cũng cần có một hoặc hai người đứng đó đề phòng khi khách hàng cần giúp đỡ . 
    M rất thích sự tiến bộ của nhà hàng đã lắng nghe các ý kiến của khách hàng để tốt hơn nhưng vẫn cần khắc phục thêm để tốt hơn . Mong rằn lần sau đến nhà hàng Vạn Tuế tốt hơn nữa 👌🏻",1,sau hai lần đến dự hội_nghị mở ở vạn_tuế mình không muốn bước chân vào đây nữa phục_vụ chán đã không nhiệt_tình lại còn lúc cần thì chả thấy đâu cả một căn phòng lớn vậy_mà không có một nhân_viên nào lúc có chị nhân_viên ra thì mình gọi xong cứ bơ bơ mà đi như kiểu không nghe thấy gì mà rõ_ràng không ồn_ào lần thứ 3 đi cùng gia_đình nên lại đến đây và mình thấy được sự nỗ_lực bên vạn_tuế thật_sự là rất bất_ngờ và mình cũng phải công_nhận đây là địa_điểm lý_tưởng để mở hội_nghị địa_điểm nằm ngay trên mặt_đường thái thịnh gần phía ngã tư tây sơn thái thịnh rất dễ thấy không_gian nhà_hàng có 2 tầng mình chỉ đi tầng 2 vẫn chưa có cơ_hội được xuống tầng 1 nên không biết rõ cho lắm mình nghĩ tầng 1 có vẻ rộng hơn tầng 2 thì maxium hơn 80 người ban_công tầng 2 được trang_trí rất đẹp với hoa_gắn trên tường góc chụo đẹp với những bạn thích sống ảo chất_lượng không thích thái_độ phục_vụ của nhân_viên nhưng chưa một lần nào mình đến mà thất_vọng về chất_lượng đồ ăn_ở đây mỗi lần mình đến cũng cách nhau khoảng 3 4 tháng và các món ăn_ở đây cũng đều rất ngon rất hợp_khẩu_vị phục_vụ càng ngày_càng tiến_bộ có một điểm trừ mặc_dù khách_hàng ăn tiệc nhưng cũng cần có một hoặc hai người đứng đó đề_phòng khi khách_hàng cần giúp_đỡ mình rất thích sự tiến_bộ của nhà_hàng đã lắng_nghe các ý_kiến của khách_hàng để tốt hơn nhưng vẫn cần khắc_phục thêm để tốt hơn mong rằn lần sau đến nhà_hàng vạn_tuế tốt hơn_nữa,hai dự hội_nghị vạn_tuế không chân phục_vụ chán không nhiệt_tình chả phòng không nhân_viên nhân_viên gọi xong bơ bơ đi kiểu không rõ_ràng không ồn_ào 3 đi gia_đình nỗ_lực vạn_tuế rất công_nhận địa_điểm lý_tưởng hội_nghị địa_điểm nằm mặt_đường thái thịnh ngã tư tây sơn thái thịnh rất không_gian nhà_hàng 2 tầng đi tầng 2 chưa tầng 1 không lắm tầng 1 vẻ rộng tầng 2 maxium 80 ban_công tầng 2 trang_trí rất đẹp hoa_gắn tường góc chụo đẹp sống ảo chất_lượng không thái_độ phục_vụ nhân_viên nhưng chưa thất_vọng chất_lượng đồ ăn_ở 3 4 món ăn_ở rất ngon rất hợp_khẩu_vị phục_vụ tiến_bộ trừ mặc_dù khách_hàng tiệc nhưng hai đứng đề_phòng khách_hàng giúp_đỡ rất tiến_bộ nhà_hàng lắng_nghe ý_kiến khách_hàng nhưng khắc_phục mong rằn nhà_hàng vạn_tuế
"Hôm nay mình muốn giới thiệu cho các bạn ở khu vực quanh đây nói riêng 1 quán bánh mì rất ok. Quán bán ở cổng trường THCS Nam Trung Yên. Nếu đi hướng về phía toà Keang Nam thì đi qua cổng trường là thấy ngay, chưa đến vòng xuyến nhé. Chị ý đứng ngay ở vỉa hè thôi. Quán bán bánh mì pate trứng có cả thịt và chả nữa. Giá chỉ 10k 😍😍😍 Rẻ quá phải không. No nê cho bữa sáng mà giá cả lại quá là tiết kiệm ở khu vực đắt đỏ này 👍 Bánh ăn cũng được nhé 👍 Không có lò để kẹp bánh vào cho giòn nhưng không sao ăn vẫn được 😁",1,hôm_nay mình muốn giới_thiệu cho các bạn ở khu_vực quanh đây nói_riêng 1 quán bánh_mì rất ok quán bán ở cổng trường thcs nam_trung yên nếu đi hướng về phía toà keang nam thì đi qua cổng trường là thấy ngay chưa đến vòng xuyến nhé chị ý đứng ngay ở vỉa_hè thôi quán bán bánh_mì pate trứng có cả thịt và chả nữa giá chỉ 10k rẻ quá phải không no_nê cho bữa sáng mà giá_cả lại quá là tiết_kiệm ở khu_vực đắt_đỏ này bánh ăn cũng được nhé không có lò để kẹp bánh vào cho giòn nhưng không sao ăn vẫn được,hôm_nay giới_thiệu khu_vực quanh 1 quán bánh_mì rất ok quán cổng trường thcs nam_trung yên đi hướng keang nam đi cổng trường chưa vòng xuyến đứng vỉa_hè quán bánh_mì pate trứng thịt chả giá 10k rẻ quá không no_nê bữa giá_cả quá tiết_kiệm khu_vực đắt_đỏ bánh không lò kẹp bánh giòn nhưng không
"Đồ ăn Lào mà vị chỗ này nó cay té khói luôn á. Nếu Thái là cấp độ 7 thì chắc brand này chơi hẳn cấp độ 8. Cái món gì hình như sụm lào á, quên dặn bỏ cay vừa thôi nó làm cay quá ăn mắc nóng ruột cả đêm luôn. May sao còn món cari xanh cứu vớt và hạ hỏa chứ không phỏng mỏ.
Cơm ruốc ăn ngon, món chiên và nước nói chung ăn thấy hao hao Thai's food nên mình không ý kiến nhiều. Không gian thì lên hình quá xấu do tối tối vàng vàng, chụp kiểu gì cũng bị tối, chói quá buồn.",1,đồ ăn lào mà vị chỗ này nó cay té khói luôn á nếu thái là cấp_độ 7 thì chắc brand này chơi hẳn cấp_độ 8 cái món gì hình_như sụm lào á quên dặn bỏ cay vừa thôi nó làm cay quá ăn mắc nóng_ruột cả đêm luôn may_sao còn món cari xanh cứu_vớt và hạ_hỏa chứ không phỏng mỏ cơm ruốc ăn ngon món chiên và nước nói_chung ăn thấy hao_hao thai s food nên mình không ý_kiến nhiều không_gian thì lên hình quá xấu do tối tối vàng vàng chụp kiểu gì cũng bị tối chói quá buồn,đồ lào vị chỗ cay té khói thái cấp_độ 7 brand hẳn cấp_độ 8 món hình_như sụm lào quên dặn cay cay quá mắc nóng_ruột đêm may_sao món cari xanh cứu_vớt hạ_hỏa không mỏ cơm ruốc ngon món chiên hao_hao thai s food không ý_kiến không_gian hình quá xấu tối tối vàng vàng chụp kiểu tối chói quá buồn
"Bún riêu - người tình ngày mưa ☔️💛
 ⁃ Reviewed by @zenwuy.eat on Instagram ✌🏻

Đặc sản Hà Nội này thì ngày nào cũng là người tình của mình nha🤣 Tết vừa rồi quán nào cũng đóng mà may có Bún Riêu Cây Si vẫn mở để giải cứu cơn thèm nè😱💘 

CHẤT LƯỢNG MÓN ĂN 🥢
Bát của bọn mình 42k có trứng vịt lộn, 35k không trứng mà đầy ứ hự vậy đó mọi người 😻 Chắc chắn là phải gọi quẩy để ngâm với nước dùng này mới thấm được hết hương vị thiên cà chua của nước mà quán Cây Si nấu 😚👌🏻Bọn mình cũng có quán bún riêu tủ nhưng thực sự phải khen thịt bò thái dày ở đây cắn ngập răng luôn 🤤 
Team nhiều riêu mà đến đây ăn là mãn nguyện phết đó 👍🏻Một bát có nhiều riêu, nhiều đậu và đặc biệt là miếng giò tai to vật ạ 😋
So với quán bún riêu tóp mỡ Trần Xuân Soạn thì cho dù tóp mỡ ở đây chưa soán ngôi được ông trùm Trần Xuân Soạn nhưng cảm nhận hương vị nước dùng đậm đà và topping ở đây nhiều hơn hẳn thật sự 💯 Bọn mình ăn ở Trần Xuân Soạn có mấy lúc thấy nước dùng ở đó hơi bị nhạt ạ hic😢

PHỤC VỤ VÀ KHÔNG GIAN QUÁN 🍜
Cô chủ quán chuẩn bị đồ ăn khá nhanh, nhưng vì trứng vịt lộn cô luộc theo từng đợt để đảm bảo trứng nóng ăn ngon miệng nên có thể sẽ phải đợi 5-10 phút lâu hơn bình thường để cô luộc thêm trứng nha. 
Quán Riêu Cây Si có 2 chỗ ngồi trên tầng và trong ngõ đều ở trong nhà nên khá rộng rãi để nhóm đông đến thưởng thức cả lẩu riêu ở đây nhé. Như bọn mình thấy thì chỗ ngồi ở trên tầng sẽ thoáng đãng hơn nhiều để các bạn thoải mái ăn ngon 😊
Chúc các bạn ăn đã cái bụnggg 😘
———————————————————
Hãy follow @zenwuy.eat trên Instagram để nhận được nhiều food review từ bọn mình trong tương lai nhé 😻
———————————————————
RIÊU CÂY SI - 36 SƠN TÂY, QUẬN BA ĐÌNH, HÀ NỘI
⏰6:30 A.M - 11:00 P.M 
💸25.000-500.000 VNĐ
🪑Quán ngồi trong nhà ~  chỗ ngồi 30 người
⭐️8/10
#ZenWuyEatBaDinh",1,bu n rie u_ngu o i ti nh ngày mu_a reviewed by zenwuy eat on instagram đa c sa n ha no i na y thi ngày na o cu ng la ngu o i ti nh cu a mi nh nha te t vu a ro i qua n na o cu ng đo ng ma_may co bu n rie u ca y si va n mo đe_gia i cu u co n the mình ne cha t lu o ng mo n a n ba t cu a bo n mi nh 42k co tru ng_vi t lo n 35k kho ng tru ng ma đa y u hu va y đo mo i ngu o i cha c cha n la pha i go i qua y đe_nga mình vo i nu o c du ng na y mo i tha mình đu o c he t hu o ng vi thie n ca chua cu a nu o c ma qua n ca y si na u bo n mi nh cu ng co qua n bu n rie u tu nhu ng thu c su pha i khen thi t bo tha i da y o đa y ca n nga p ra ng luo n team nhie u rie u_ma đe_n đa y a n la ma n nguye n phe t đo mo t ba t co nhie u rie u nhie u đa u va đa c bie t la mie ng gio tai to va t a so vo i qua n bu n rie u to p mo tra n xua n soa n thi cho du to p mo o đa y chu a soa n ngo i đu o c o ng tru mình tra n xua n soa n nhu ng ca mình nha n hu o ng_vi nu o c du ng đa mình đa va topping o đa y nhie u_ho n ha n tha_t su bo n mi nh a n o tra n xua n soa n co ma_y lu c tha y nu o c du ng o đo ho i bi nha_t a hic phu c vu va kho ng gian qua n co chu qua n chua n bi đo a n kha nhanh nhu ng vi tru ng_vi t lo n co luo c theo tu ng đo t đe_đa mình ba o tru ng no ng a n ngon mie ng ne n co the se pha i đo i 5 10 phu t la u_ho n bi nh thu o ng đe_co luo c the mình tru ng nha qua n rie u ca y si co 2 cho ngo i tre n ta ng va trong ngo đe_u o trong nha ne n kha ro ng ra i đe_nho mình đo ng đe_n thu o ng thu c ca la u rie u o đa y_nhe nhu bo n mi nh tha y thi cho ngo i o tre n ta ng se thoa ng đa ng ho n nhie u đe_ca c ba n thoa i ma_i a n ngon chu c ca c ba n a n đa ca i bu nggg hãy follow zenwuy eat trên instagram đe_nha n đu o c nhie u food review tu bo n mình trong tu o ng lai nhé riêu cây si 36 sơn tây quận ba đình hà_nội 6 30 a mình 11 00 p mình 25 000 500 000 vnđ quán ngo i trong nhà cho ngo i 30 người 8 10 zenwuyeatbadinh,bu n rie u_ngu o i ti nh mu_a reviewed by zenwuy eat on instagram đa c sa n ha no i na y thi na o cu ng la ngu o i ti nh cu a mi nh nha te t vu a ro i n na o cu ng đo ng ma_may co bu n rie u ca y si va n mo đe_gia i cu u co n the ne t lu o ng mo n a n t cu a bo n mi nh 42k co tru ng_vi t lo n 35k kho ng tru ng ma đa y u hu va y đo mo i ngu o i c n la pha i go i y đe_nga vo i nu o c du ng na y mo i tha đu o c he t hu o ng vi thie n ca chua cu a nu o c ma n ca y si na u bo n mi nh cu ng co n bu n rie u tu nhu ng thu c su pha i khen thi t bo tha i da y o đa y ca n nga p ng luo n team nhie u rie u_ma đe_n đa y a n la ma n nguye n phe t đo mo t t co nhie u rie u nhie u đa u va đa c bie t la mie ng gio tai to va t a vo i n bu n rie u to p mo tra n xua n soa n thi du to p mo o đa y chu a soa n ngo i đu o c o ng tru tra n xua n soa n nhu ng ca nha n hu o ng_vi nu o c du ng đa đa va topping o đa y nhie u_ho n ha n tha_t su bo n mi nh a n o tra n xua n soa n co ma_y lu c tha y nu o c du ng o đo ho i bi nha_t a hic phu c vu va kho ng gian n co chu n chua n bi đo a n kha nhu ng vi tru ng_vi t lo n co luo c tu ng đo t đe_đa o tru ng no ng a n ngon mie ng ne n co the se pha i đo i 5 10 phu t la u_ho n bi nh thu o ng đe_co luo c the tru ng nha n rie u ca y si co 2 ngo i tre n ta ng va ngo đe_u o nha ne n kha ro ng i đe_nho đo ng đe_n thu o ng thu c ca la u rie u o đa y_nhe nhu bo n mi nh tha y thi ngo i o tre n ta ng se thoa ng đa ng ho n nhie u đe_ca c n thoa i ma_i a n ngon chu c ca c n a n đa ca i bu nggg follow zenwuy eat instagram đe_nha n đu o c nhie u food review tu bo n tu o ng lai riêu si 36 sơn tây đình hà_nội 6 30 a 11 00 p 25 000 500 000 vnđ quán ngo i ngo i 30 8 10 zenwuyeatbadinh
Thứ nhất là ảnh trên mạng vs ngoài đời khác nhau hoàn toàn. Mua bên shop suất mì 60k ăn trưa ai ngờ shop k cho ăn thịt luôn ))) suất này 30k chưa chắc mình đã ăn đâu ))) mì thì đc nửa hộp xong còn k cho đũa 😂 sốt nhạt toẹt và hơn hết là 60k k có thịt nhé ae ))) ăn 1 lần mất tiền***và hứa k có lần 2.,0,thứ nhất là ảnh trên mạng với ngoài đời khác nhau hoàn_toàn mua bên shop suất mì 60k ăn trưa ai_ngờ shop không cho ăn thịt luôn suất này 30k chưa chắc mình đã ăn đâu mì thì được nửa hộp xong còn không cho đũa sốt nhạt toẹt và hơn hết là 60k không có thịt nhé ae ăn 1 lần mất tiền và hứa không có lần 2,ảnh mạng đời mua shop suất mì 60k trưa ai_ngờ shop không thịt suất 30k chưa mì nửa hộp xong không đũa sốt nhạt 60k không thịt ae 1 tiền hứa không 2
"Mình học cấp 3 gần đây nè. Giờ ăn lại thấy hương vị vẫn như xưa, 1 bát vẫn nông ít xíu và không ngọt nhiều (nhạt, ướp nát, không cho đá vào bát) nên ăn 2 bát mới đã.
Mình đi grab nên không phải gửi xe nhưng gửi xe mất 5K mà bát chè 15K thì mình thấy cũng bực thật.
Nem chua vị vẫn như xưa và cái nem vẫn bé xíu như thế.
Giờ bán vẫn oái ăm 2h đến 6h.
Ăn trong nhà và ngoài sân, ăn ở đâu trả tiền ở đấy. Ngoài sân thoáng hơn. Trong nhà thì mát nhưng ám mùi chiên nem lắm. Nem bán theo đĩa không bán số lươngh ít hơn
Mình đến tầm 2h toàn chưa có chè hoa quả. Gần 6 giờ thì luôn hết chè. Ngõ ngách tối um. Bát chè hơi bị bẩn, mốc đen, bị mẻ.

Ăn chè xong ra ngoài ăn ốc ngon lắm nhé. Không phải ốc chị Lệ đâu, ốc quang gánh. Nước chấm hơi cay và ngọt ( chưa pha chuẩn) nhưng con ốc sạch, béo và ngọt . Còn được auto tặng 1 bát nước ốc nữa",0,mình học cấp 3 gần đây nè giờ ăn lại thấy hương_vị vẫn như xưa 1 bát vẫn nông ít xíu và không ngọt nhiều nhạt ướp nát không cho đá vào bát nên ăn 2 bát mới đã mình đi grab nên không phải gửi xe nhưng gửi xe mất 5k mà bát chè 15k thì mình thấy cũng bực thật nem_chua vị vẫn như xưa và cái nem vẫn bé xíu như thế giờ bán vẫn oái ăm 2h đến 6h ăn trong nhà và ngoài sân ăn_ở đâu trả tiền ở đấy ngoài sân thoáng hơn trong nhà thì mát nhưng ám mùi chiên nem lắm nem bán theo đĩa không bán số lươngh ít hơn mình đến tầm 2h toàn chưa có chè hoa_quả gần 6 giờ thì luôn hết chè ngõ_ngách tối um bát chè hơi bị bẩn mốc đen bị mẻ ăn chè xong ra ngoài ăn ốc ngon lắm nhé không phải ốc chị lệ đâu ốc quang_gánh nước_chấm hơi cay và ngọt chưa pha chuẩn nhưng con ốc sạch béo và ngọt còn được auto tặng 1 bát nước ốc nữa,học 3 nè hương_vị xưa 1 bát nông xíu không nhạt ướp nát không đá bát 2 bát đi grab không gửi xe nhưng gửi xe 5k bát chè 15k bực nem_chua vị xưa nem bé xíu ăm 2h 6h sân ăn_ở tiền đấy sân thoáng mát nhưng ám mùi chiên nem lắm nem đĩa không lươngh tầm 2h toàn chưa chè hoa_quả 6 chè ngõ_ngách tối um bát chè hơi bẩn mốc đen mẻ chè xong ốc ngon lắm không ốc lệ ốc quang_gánh nước_chấm hơi cay chưa pha chuẩn nhưng ốc sạch béo auto tặng 1 bát ốc
