Comment,Rating,PhoBERT_Text,SVM_Text
"Mình là dân SG khi an l?n d?u ? dây th?y r?t thích luôn, mùi v? r?t ngon, thom cua và nu?c dùng d?m dà. 35k/ tô bánh da d?y d? th?t bò, ch?, riêu cua, an r?t no. Ch?c ch?n s? quay l?i dây an ti?p. Quán n?m ngoài m?t du?ng d? tìm, thoáng mát và khá s?ch s?. ????",1,mình là dân sg khi an l?n d?u ? dây th?y r?t thích luôn mùi_v? r?t ngon thom cua và nu?c_dùng d?m_dà 35k tô bánh_da d?y_d? th?t bò ch? riêu cua an r?t no ch?c_ch?n s? quay l?i dây an ti?p quán n?m ngoài m?t_du?ng d? tìm thoáng mát và khá s?ch_s?,dân sg d?u r?t mùi_v? r?t ngon thom cua nu?c_dùng d?m_dà 35k tô bánh_da d?y_d? th?t bò ch? riêu cua r?t no ti?p quán n?m m?t_du?ng thoáng mát s?ch_s?
V? ch?ng t b? tiêu ch?y c? ngày vì an com rang ? dây Nhìn thì co v? s?ch mà l?i nhu th?,0,v?_ch?ng t b? tiêu_ch?y c? ngày vì an com_rang ? dây nhìn thì co_v? s?ch mà_l?i nhu_th?,v?_ch?ng t tiêu_ch?y com_rang co_v? s?ch
"Mì ý di?m c?ng khá nhi?u. H?p giá ti?n tuy nhiên. S?t kem mùi quá n?ng l?i c?ng thêm qu? tr?ng s?ng tr?n vô r?t ko phù h?p. V?a ng?y v?a ... hic nói chung m an 3 mi?ng vì quá  ng?y ngán nên b? m?c cho ck an. ?ng v?a an cung b?o ko có cái tr?ng thì d? hon. ?? th?t thì c?t nhi?n nh? y nhu là th?t gì m?c l?m tr?n vô haiz. Khuyên b?n nào mê m? ý t? làm ? nhà. 

Pizza m g?i half hawain và mexico. Ði?m c?ng: d? bánh ko d?y ko m?ng, chín v?a t?i ko b? khô cung ko u?t. Tuy nhiên ph?n nhân ko nhi?u j. V? thì hoi ngang ngang (ko m?n, ko ng?t luôn) nh?t nh?t m kêu thêm b?t phô mai r?i ch?m tuong thì d? hon, pizza cung ko thom n?c nhu m tu?ng tu?ng dù bánh làm lò nu?ng ngay dó. Nên an l? ch? ko phô mai s? c?ng l?i. Bánh ngu?i s? r?t ko ngon. 

Giá dã gi?m 15% thì còn 350k ch? này. Ko gi?m thì giá hon 400k. V?i giá dó m v?n mu?n ch?n an noi khác ch? ko thích quay l?i. Ai có s? thích an m? ý và pizza d? l?i cmt gi?i thi?u mình nhé. ??",0,mì ý di?m c?ng khá nhi?u h?p giá ti?n tuy_nhiên s?t kem mùi quá n?ng l?i c?ng thêm qu? tr?ng s?ng tr?n vô r?t không phù_h?p v?a ng?y v?a hic nói_chung mình an 3 mi?ng vì quá ng?y ngán nên b? m?c cho ck an ?ng v?a an cung b?o không có cái tr?ng thì d? hon th?t thì c?t nhi?n nh? y_nhu là th?t gì m?c l?m tr?n vô haiz khuyên b?n nào mê m? ý t? làm ? nhà pizza mình g?i half hawain và mexico di?m c?ng d? bánh không d?y không m?ng chín v?a t?i không b? khô cung không u?t tuy_nhiên ph?n nhân không nhi?u j v? thì hoi ngang ngang không m?n không ng?t luôn nh?t nh?t mình kêu thêm b?t phô_mai r?i ch?m tuong thì d? hon pizza cung không thom_n?c nhu mình tu?ng_tu?ng dù bánh làm lò nu?ng ngay dó nên an l? ch? không phô_mai s? c?ng l?i bánh ngu?i s? r?t không ngon giá dã gi?m 15 thì còn 350k ch? này không gi?m thì giá hon 400k v?i giá dó mình v?n mu?n ch?n an noi khác ch? không thích quay l?i ai có s?_thích an m? ý và pizza d? l?i cmt gi?i_thi?u mình nhé,mì c?ng h?p giá ti?n tuy_nhiên s?t kem mùi quá n?ng c?ng tr?ng s?ng tr?n vô r?t không ng?y hic 3 mi?ng quá ng?y ngán m?c ck b?o không tr?ng d? th?t c?t nhi?n y_nhu th?t m?c l?m tr?n vô haiz khuyên mê m? pizza g?i half hawain mexico c?ng d? bánh không d?y không m?ng chín không khô không u?t tuy_nhiên nhân không j v? hoi ngang ngang không m?n không nh?t nh?t kêu b?t phô_mai ch?m tuong d? pizza không thom_n?c tu?ng_tu?ng bánh lò nu?ng l? không phô_mai c?ng bánh ngu?i r?t không ngon giá 15 350k ch? không giá 400k giá không s?_thích m? pizza cmt gi?i_thi?u
"Mình g?i d?t com mang v? m?y l?n. Com ngon, d? an ngon, r?. Nhung ch?t lu?ng thì kh?n bi?t du?c ??",0,mình g?i d?t com mang v? m?y l?n com ngon d? an ngon r? nhung ch?t_lu?ng thì kh?n bi?t du?c,g?i com m?y com ngon d? ngon r? nhung ch?t_lu?ng kh?n
"Các b?n cho mình h?i dây là gì?
Tr?i oi nó l?n vào th?t bò xào giá, n?u ko d? ý ch?c mình dã nu?t luôn r?i!!!!!!!",0,các b?n cho mình h?i dây là gì tr?i oi nó l?n vào th?t bò xào giá n?u không d?_ý ch?c mình dã nu?t luôn r?i,tr?i l?n th?t bò xào giá không d?_ý nu?t
"Ð?t 4 su?t com 200k , không ng? l?i ra nhu th? này
Làm an ác v?a v?a thôi, com không 1 tí th?t nào",0,d?t 4 su?t com 200k không ng? l?i ra nhu th? này làm_an ác v?a v?a thôi com không 1 tí th?t nào,4 su?t com 200k không ng? làm_an ác com không 1 tí th?t
"B? 200k mua con v?t v? an thì l?nh ng?t, ch?y nu?c , ki?u v?t d? dông l?nh , xong cung k nu?ng nóng cho khách , v?t d?t thì ch? l?i còn k có rau thom an kèm , thua xa quán khác , nói chung là không bao gi? d?t quán này l?n nào n?a  , quá t? ! Ai an thì cân nh?c",0,b? 200k mua con v?t v? an thì l?nh_ng?t ch?y nu?c ki?u v?t d? dông_l?nh xong cung không nu?ng nóng cho khách v?t d?t thì_ch? l?i còn không có rau_thom an kèm thua xa quán khác nói_chung là không bao_gi? d?t quán này l?n nào n?a quá t? ai an thì cân_nh?c,200k mua v?t l?nh_ng?t ch?y ki?u v?t dông_l?nh xong không nu?ng nóng v?t d?t thì_ch? không rau_thom kèm thua quán không quán quá t? cân_nh?c
"B?n mình di 3 ngu?i, g?i 1 combo 4 v? và 1 salad. 

Bánh nh? thôi, nhung th? du?c nhi?u v? khác nhau.

Ð? an ngon, có v? forest an l? mi?ng mà ngon. M?i v? có 1 d?c trung riêng, an c? combo th?y hay hay. Th?t m?m, ngon, v? bánh giòn, s?t cung v?a mi?ng. 

Salad mình g?i là chef caesar, rau tuoi, an th?y v? ng?t c?a rau c? tuoi luôn ý, dressing an kèm b?n mình ch?n honey mustard ( cho an toàn ))) ) . T?ng th? v? h?p nhau dã man. 

 Combo này 3 ngu?i an nhìn qua tu?ng ít nhung no l?m. 
? Savoor cung hay có các chuong trình theo ngày, nên có th? tham kh?o tru?c khi order.

Không gian quán chill l?m, ki?u ?m cúng, tho?i mái, phong cách Âu, ng?i an hay ng?i u?ng nu?c trò chuy?n d?u h?p h?t.

Nhân viên cung d? thuong l?m. Lúc b?n mình vào không d? du?c xe có b?n ra giúp, lúc order các b?n ý cung tu v?n nhi?t tình, không rõ có th? h?i, các b?n ý tu v?n r?t k?, mà là theo kh?u v? c?a b?n, ch? không ph?i ki?u món này hot món kia nhi?u ngu?i an dâu.",1,b?n mình di 3 ngu?i g?i 1 combo 4 v? và 1 salad bánh nh? thôi nhung th? du?c nhi?u v? khác nhau d? an ngon có v? forest an l?_mi?ng mà ngon m?i v? có 1 d?c_trung riêng an c? combo th?y hay hay th?t m?m ngon v? bánh giòn s?t cung v?a_mi?ng salad mình g?i là chef caesar rau tuoi an th?y v? ng?t c?a rau c? tuoi luôn ý dressing an kèm b?n mình ch?n honey mustard cho an_toàn t?ng_th? v? h?p nhau dã_man combo này 3 ngu?i an nhìn qua tu?ng ít nhung no l?m ? savoor cung hay có các chuong_trình theo ngày nên có_th? tham_kh?o tru?c khi order không_gian quán chill l?m ki?u ?m_cúng tho?i_mái phong_cách âu ng?i an hay ng?i u?ng nu?c trò_chuy?n d?u h?p h?t nhân_viên cung d?_thuong l?m lúc b?n mình vào không d? du?c xe có b?n ra giúp lúc order các b?n ý cung tu_v?n nhi?t_tình không rõ có_th? h?i các b?n ý tu_v?n r?t k? mà là theo kh?u_v? c?a b?n ch? không ph?i ki?u món này hot_món kia nhi?u ngu?i an dâu,b?n di 3 g?i 1 combo 4 v? 1 salad bánh nhung th? v? d? ngon v? forest l?_mi?ng ngon v? 1 d?c_trung combo th?t m?m ngon v? bánh giòn s?t v?a_mi?ng salad g?i chef caesar rau tuoi v? rau c? tuoi dressing kèm b?n honey mustard an_toàn t?ng_th? v? h?p dã_man combo 3 tu?ng nhung no l?m savoor chuong_trình tham_kh?o order không_gian quán chill l?m ki?u ?m_cúng tho?i_mái phong_cách âu u?ng trò_chuy?n h?p nhân_viên d?_thuong l?m b?n không xe giúp order tu_v?n nhi?t_tình không tu_v?n r?t k? kh?u_v? không ki?u món hot_món kia
T? tru?c t?i gi? chua an com t?m quán nào ngoài quán này. B?i quán có tâm và d? ngon nên mình k mu?n thay d?i. Mình v?n k thích an ch? tr?ng và bì d?n a shipper luu ý quán. L?n nào cung yên tâm v? d? take care don hàng c?a quán. An nhi?u l?n gi? m?i có 1 tý feedback ?.,1,t? tru?c t?i gi? chua an com t?m quán nào ngoài quán này b?i quán có tâm và d? ngon nên mình không mu?n thay_d?i mình v?n không thích an ch? tr?ng và bì d?n a shipper luu_ý quán l?n nào cung yên_tâm v? d? take care don hàng c?a quán an nhi?u l?n gi? m?i có 1 tý feedback ?,chua com quán quán quán tâm d? ngon không v?n không ch? tr?ng bì d?n a shipper luu_ý quán yên_tâm d? take care don hàng quán 1 tý feedback
Ðây là su?t mình order v? v?i giá là 25k. Ði?m tr? là ch? có ch? viên nu?ng và khá ít. Và bún thì r?t r?t nhi?u nên các b?n g?i mang v? nên g?i thêm th?t. V? nu?c ch?m thì nhìn chung khá ?n nhung hoi ít du d? an kèm. Recommend là nên an ? quán hon là mua v? ?,0,dây là su?t mình order v? v?i giá là 25k di?m tr? là ch? có ch? viên nu?ng và khá ít và bún thì r?t r?t nhi?u nên các b?n g?i mang v? nên g?i thêm th?t v? nu?c_ch?m thì nhìn_chung khá ?n nhung hoi ít du_d? an kèm recommend là nên an_? quán hon là mua v? ?,su?t order giá 25k tr? ch? viên nu?ng bún r?t r?t g?i g?i th?t nu?c_ch?m ?n nhung hoi du_d? kèm recommend an_? quán mua
"Bánh dùi gà 2 k / cái . Bánh du?c chiên ngay tru?c c?a hàng , nên an r?t giòn , nóng h?i trên tay luôn . Mình chua an bao gi? , nên mua th? h?n 5 cái , c? tu?ng ít . Ai dè an 1 cái thôi là dã ng?y l?m r?i . Bánh gi?ng bánh qu?y nhung bên trong dày , nhi?u b?t hon , còn ph? du?ng ngoài n?a , siêu béo . Khuy?n ngh? ai an thì mua 1 cái / l?n thôi , an kh?e thì 2 cái ch?c cung h?t c? r?i ;))",1,bánh dùi gà 2 không cái bánh du?c chiên ngay tru?c c?a_hàng nên an r?t giòn nóng_h?i trên tay luôn mình chua an bao_gi? nên mua th? h?n 5 cái c? tu?ng ít ai dè an 1 cái thôi là dã ng?y l?m r?i bánh gi?ng bánh qu?y nhung bên trong dày nhi?u b?t hon còn ph? du?ng ngoài n?a siêu béo khuy?n_ngh? ai an thì mua 1 cái l?n thôi an_kh?e thì 2 cái ch?c cung h?t c? r?i,bánh dùi gà 2 không bánh chiên c?a_hàng r?t giòn nóng_h?i chua mua th? h?n 5 tu?ng dè 1 ng?y l?m bánh bánh qu?y nhung dày b?t ph? du?ng siêu béo khuy?n_ngh? mua 1 an_kh?e 2 c?
"- Steak: th?t bò medium không khô và cung khá ng?t nhung không du?c thom l?m, v? ng?t c?a nó không du?c nhu ng?t th?t ?y. Nên g?i s?t bbq vì s?t này mình th?y ngon và d?m dà. 
- Cá h?i áp ch?o chanh leo: cá h?i an khá v?a mi?ng khi k?t h?p v?i s?t chanh leo. Tuy nhiên v? nhà mình b? dau b?ng :))). Hy v?ng là do hnay an u?ng l?n x?n nên b? ch? ko ph?i do món này. 
- salad hoàng d?: có cà chua, tr?ng, rau xoan, dua leo,... nhu hình. An bình thu?ng nh?t nh?o ko có gì d?c s?c. Ko nên g?i.
- khoai tây chiên: ?u và m?t h?t v? khoai tây. Mình ko thích an khoai ?u mà ko nóng nên ko ung tí nào :(((.
- hoá don trên 400 du?c t?ng 1 th?c u?ng gì quên tên r?i nhung d?i khái là vang hoa qu?. Khá gi?ng strongbow nhung nh? hon, ch? kho?ng 1,2 d? thôi. Nhung mình ghét ru?u và ko có m? thu?ng th?c ru?u nên no comment :))). 
- tráng mi?ng hoi ng?t, ko có gì hot. 
- nhân viên ko có gì g?i là nhi?t tình. Mình g?i món tráng mi?ng nhung ko th?y dua. Ng?i ch? m?t lúc lâu sau khi an h?t r?i nhung v?n ko th?y. G?i thêm 1 l?n n?a v?n k có :))). Xog d?n l?n t4 thì b?n dó ki?u “có cái món tráng mi?ng cung ng?i mà réo” xong còn cu?i c?t :))). B?n mình dang d?nh nh?ch dít v? luôn kh?i an thì v?a mang d?n. 
- không gian m?, mình ko thích ko gian m? :))). 
- à quên còn hai lo?i soup là soup n?m s?t kem và soup bí d?. Soup bí d? thì an t?m du?c nhung trình bày không d?p m?t. Soup n?m khá khó an, b?n mình v?i mình an ko n?i. 
Tóm l?i: mình th?y không tho? mãn l?m và có th? ko quay l?i.",1,steak th?t bò medium không khô và cung khá ng?t nhung không du?c thom l?m v? ng?t c?a nó không du?c nhu ng?t th?t ?y nên g?i s?t bbq vì s?t này mình th?y ngon và d?m_dà cá_h?i áp_ch?o chanh leo cá_h?i an khá v?a_mi?ng khi k?t_h?p v?i s?t chanh leo tuy_nhiên v? nhà mình b? dau b?ng hy_v?ng là do hnay an_u?ng l?n_x?n nên b? ch? không ph?i do món này salad hoàng d? có cà_chua tr?ng rau xoan dua_leo nhu hình an bình_thu?ng nh?t_nh?o không có gì d?c_s?c không nên g?i khoai_tây chiên ?u và m?t h?t v? khoai_tây mình không thích an khoai ?u mà không nóng nên không ung tí nào hoá_don trên 400 du?c t?ng 1 th?c u?ng gì quên tên r?i nhung d?i_khái là vang hoa_qu? khá gi?ng strongbow nhung nh? hon ch? kho?ng 1 2 d? thôi nhung mình ghét ru?u và không có m? thu?ng_th?c ru?u nên no comment tráng_mi?ng hoi ng?t không có gì hot nhân_viên không có gì g?i là nhi?t_tình mình g?i món tráng_mi?ng nhung không th?y dua ng?i ch? m?t lúc lâu sau khi an h?t r?i nhung v?n không th?y g?i thêm 1 l?n n?a v?n không có xog d?n l?n t4 thì b?n dó ki?u có cái món tráng_mi?ng cung ng?i mà réo xong còn cu?i_c?t b?n mình dang d?nh nh?ch dít v? luôn kh?i an thì v?a mang d?n không_gian m? mình không thích không_gian m? à quên còn hai lo?i soup là soup n?m s?t kem và soup bí_d? soup bí_d? thì an t?m du?c nhung trình_bày không d?p_m?t soup n?m khá khó an b?n mình v?i mình an_không n?i tóm l?i mình th?y không tho?_mãn l?m và có_th? không quay l?i,steak th?t bò medium không khô nhung không thom l?m v? không th?t g?i s?t bbq s?t ngon d?m_dà cá_h?i áp_ch?o chanh leo cá_h?i v?a_mi?ng k?t_h?p s?t chanh leo tuy_nhiên dau b?ng hy_v?ng hnay an_u?ng l?n_x?n không món salad hoàng d? cà_chua tr?ng rau xoan dua_leo hình bình_thu?ng nh?t_nh?o không d?c_s?c không g?i khoai_tây chiên ?u v? khoai_tây không khoai ?u không nóng không ung tí hoá_don 400 t?ng 1 th?c u?ng quên nhung d?i_khái vang hoa_qu? strongbow nhung nh? 1 2 d? nhung ghét ru?u không m? thu?ng_th?c ru?u no comment tráng_mi?ng hoi không hot nhân_viên không g?i nhi?t_tình g?i món tráng_mi?ng nhung không ch? nhung không g?i 1 không xog t4 ki?u món tráng_mi?ng réo xong cu?i_c?t b?n d?nh nh?ch dít không_gian không không_gian quên hai soup soup n?m s?t kem soup bí_d? soup bí_d? t?m nhung trình_bày không d?p_m?t soup n?m an_không n?i tóm không tho?_mãn l?m không
"Dù là khách quen. Mình mua xu?t nem d?c bi?t giá 60k, ship thêm 10k thì nh?n dc xu?t nem thu?ng 40k l?n sau mình s? không mua ? dây n?a... bye",0,dù là khách quen mình mua xu?t nem d?c_bi?t giá 60k ship thêm 10k thì nh?n du?c xu?t nem thu?ng 40k l?n sau mình s? không mua ? dây n?a bye,quen mua xu?t nem giá 60k ship 10k xu?t nem 40k không mua bye
"Mình d?t t? lâu r?i mà h m?i nh? ra d? rv, hôm mình d?t là 32k 1 su?t, giá khá r? so v?i ch?t lu?ng. Th?t ? dây an ngon, có v? thom, t?m u?p khá ok trong khi nhi?u quán khác thì không b?ng. Mình chua t?i quán bao gi? nhung nh?n du?c d? th?y khá s?ch s? ( mong là t?i quán cung v?y  ) ncl d? ? dây must try nhé m?i ngu?i.",1,mình d?t t? lâu r?i mà h m?i nh? ra d? rv hôm mình d?t là 32k 1 su?t giá khá r? so v?i ch?t_lu?ng th?t ? dây an ngon có v? thom t?m u?p khá ok trong khi nhi?u quán khác thì không b?ng mình chua t?i quán bao_gi? nhung nh?n du?c d? th?y khá s?ch_s? mong là t?i quán cung v?y ncl d? ? dây must try nhé m?i ngu?i,h rv hôm 32k 1 su?t giá r? ch?t_lu?ng th?t ngon v? thom t?m u?p ok quán không chua quán nhung d? s?ch_s? mong quán ncl d? must try
"Ch?c có l? mình k bh tin bình lu?n trên này n?a, th? là bltm d? nh?t mình t?ng an trong t?t c? các hàng luôn! Bánh d? trong t? l?nh ch?c vì s? ph?n s?t ch?y ra nhung s?t nh?t th?ch k có v? gì, c?t bánh cung khô không kh?c th?t k hi?u n?i bt bán cái bánh này 90k cung có ng mua sao?? M mua dc gi?m 40% nhung v?n th?y phí ti?n phí m?m ý. Ch?c sau cái bánh này mình s? r?t lâu v? sau m?i an bltm ti?p :( th?t v?ng tràn tr?.....",0,ch?c có_l? mình không bh tin bình_lu?n trên này n?a th? là bltm d? nh?t mình t?ng an trong t?t_c? các hàng luôn bánh d? trong t?_l?nh ch?c vì s? ph?n s?t ch?y ra nhung s?t nh?t_th?ch không có v? gì c?t bánh cung khô không_kh?c th?t không hi?u n?i bt bán cái bánh này 90k cung có ng mua sao mình mua du?c gi?m 40 nhung v?n th?y phí ti?n phí m?m ý ch?c sau cái bánh này mình s? r?t lâu v? sau m?i an bltm ti?p th?t_v?ng tràn_tr?,có_l? không bh bình_lu?n th? bltm d? hàng bánh t?_l?nh s? s?t ch?y nhung s?t nh?t_th?ch không v? c?t bánh khô không_kh?c không n?i bt bánh 90k ng mua mua 40 nhung phí ti?n phí m?m bánh r?t bltm ti?p th?t_v?ng tràn_tr?
"Ð?n dây vài l?n r?i và l?n này th?c s? quá k hài lòng nên ph?i vi?t m?y dòng này. 
Th? nh?t: Thái d? ph?c v? c?a nhân viên thì quá t? t? lúc mình vào d?n lúc v? k cu?i v?i khách 1 câu nào. Mình order d? u?ng thì mình bi?t quán dông nên mình order hu?ng duong d? an tru?c thì ng?i d?i c? 30’ k có hu?ng duong và ph?i di vào qu?y g?i d?n 2 l?n m?i mang ra. 
Th? hai: B?n mình di 3 ngu?i lúc d?u mình order d? u?ng 1 c?t d?a c?m xanh 1 trà dào chanh leo 1 trà qu?t m?t ong. Sau khi d? u?ng mang ra thì b?n mình th?y c?t d?a c?m xanh ngon m?i order thêm 1 ly mà d?n khi tính ti?n các b?n ý tình cho mình t?ng là 3 ly c?t d?a c?m xanh luôn. Mà khi mình check d? mình nói 4 d? u?ng 2 d? an các b?n ý cung nói dúng r?i. Ly nu?c ch? dáng là bao nhung các b?n làm th? này thì t? quá??????",0,d?n dây vài l?n r?i và l?n này th?c_s? quá không hài_lòng nên ph?i vi?t m?y dòng này th? nh?t thái_d? ph?c_v? c?a nhân_viên thì quá t? t? lúc mình vào d?n lúc v? không cu?i v?i khách 1 câu nào mình order d? u?ng thì mình bi?t quán dông nên mình order hu?ng_duong d? an tru?c thì ng?i d?i c? 30 không có hu?ng_duong và ph?i di vào qu?y g?i d?n 2 l?n m?i mang ra th? hai b?n mình di 3 ngu?i lúc d?u mình order d? u?ng 1 c?t d?a c?m xanh 1 trà dào chanh leo 1 trà_qu?t m?t_ong sau khi d? u?ng mang ra thì b?n mình th?y c?t d?a c?m xanh ngon m?i order thêm 1 ly mà d?n khi tính ti?n các b?n ý tình cho mình t?ng là 3 ly c?t d?a c?m xanh luôn mà khi mình check d? mình nói 4 d? u?ng 2 d? an các b?n ý cung nói dúng r?i ly nu?c ch? dáng là bao nhung các b?n làm th? này thì t? quá,quá không hài_lòng vi?t m?y dòng thái_d? ph?c_v? nhân_viên quá t? không cu?i 1 câu order d? u?ng quán dông order hu?ng_duong d?i 30 không hu?ng_duong di qu?y g?i 2 hai b?n di 3 d?u order d? u?ng 1 c?t d?a c?m xanh 1 trà dào chanh leo 1 trà_qu?t m?t_ong d? u?ng c?t d?a c?m xanh ngon order 1 ly ti?n tình t?ng 3 ly c?t d?a c?m xanh check d? 4 d? u?ng 2 d? ly ch? bao nhung t? quá
"Trà s?a nu?ng ? dây khá ngon, pha d?m v?. Không gi?ng các ch? mình t?ng u?ng. Giá bt dã th?y h?p lý l?i du?c thêm mã gi?m n?a dúng là quá r? cho 1 c?c trà s?a ngon nhu này",1,trà s?a nu?ng ? dây khá ngon pha d?m v? không gi?ng các ch? mình t?ng u?ng giá bt dã th?y h?p_lý l?i du?c thêm mã gi?m n?a dúng là quá r? cho 1 c?c trà s?a ngon nhu này,trà s?a nu?ng ngon pha d?m v? không ch? u?ng giá bt h?p_lý mã quá r? 1 c?c trà s?a ngon
Mình khá ung v?i nhà hàng nhé. món an khá là ok!!!,1,mình khá ung v?i nhà_hàng nhé món an khá là ok,ung nhà_hàng món ok
"Nu?c dùng hoi ng?t nên khá ng?y,mình an tô 55k th?y hoi ít bún. 
Quán s?ch s? . Tôm , b? b? tuoi ngon . Nu?c dùng b?t ng?t thì s? Ok hon 
Nói chung là cung Ô kê la . Ahihi",0,nu?c_dùng hoi ng?t nên khá ng?y mình an tô 55k th?y hoi ít bún quán s?ch s? tôm b?_b? tuoi ngon nu?c_dùng b?t ng?t thì s? ok hon nói_chung là cung ô_kê la ahihi,nu?c_dùng hoi ng?y tô 55k hoi bún quán s?ch tôm b?_b? tuoi ngon nu?c_dùng b?t ok la ahihi
"Em dùng voucher c?a muachung nên du?c giá r?t yêu  220k 1 ngu?i thì ph?i ?. Quá là h?p lý cho 1 su?t buffet view d?p, nhi?u th?c an nhu này. 
??Không gian: sang ch?nh ngay trung tâm c?a hn, view nhìn ra h? guom
??Nhân viên: ph?c v? nhi?t tình, t? bác b?o v? ? du?i t?ng r là ch? l? tân ?.
??Ð? nu?ng: u?p ng?y, canh rong bi?n r?t ngon chu?n b? nhu c?a gogi ngày tru?c
An xong em còn ra ngoài ng?i an kem hóng gió ? )))",1,em dùng voucher c?a muachung nên du?c giá r?t yêu 220k 1 ngu?i thì ph?i ? quá là h?p_lý cho 1 su?t buffet view d?p nhi?u th?c_an nhu này không_gian sang ch?nh ngay trung_tâm c?a hn view nhìn ra h? guom nhân_viên ph?c_v? nhi?t_tình t? bác b?o_v? ? du?i t?ng r?i là ch? l?_tân ? d? nu?ng u?p ng?y canh rong bi?n r?t ngon chu?n_b? nhu c?a gogi ngày tru?c an xong em còn ra ngoài ng?i an kem hóng gió ?,voucher muachung giá r?t yêu 220k 1 quá h?p_lý 1 su?t buffet view d?p th?c_an không_gian ch?nh trung_tâm hn view h? guom nhân_viên ph?c_v? nhi?t_tình b?o_v? t?ng l?_tân d? nu?ng u?p ng?y canh rong bi?n r?t ngon gogi xong kem hóng gió
"Mình an ? dây m?t l?n nói chung là chua hài lòng v?i quán an này.Ð?u tiên mình g?i m?t l?u éch 385k th?t ra thì ?ch quá ít mà toàn là mang mình có g?i thêm m?t ngô chiên cung bình thu?ng không có gì d?c s?c, d?c bi?t mình g?i m?t n?m chân gà rút xuong vs cánh gà chiên m?m nhu trong hình v?i s? quá th?t v?ng,n?m chân gà rút xuong thì lèo tèo vài mi?ng chân gà còn dâu toàn giá và d?c bi?t là hành tây quá th?t v?ng mình di v?i con gái mà các b?n ch? an du?c là bao vì quá nhi?u hành tây r?t là hang,mình là con trai thì d? an nhung món dó v?i con gái là h? không th? an du?c. Chân gà chiên m?m nhu trong hình quá ít chân gà và v? món an thì quá bình thu?ng so v?i m?t quán an l?n nhu quán này và giá c? thì không h? r? 120k m?t dia chân gà và 110k cho dia n?m toàn rau. 3 ngu?i an h?t 745k mà c?m giác không x?ng v?i s? ti?n b? ra vì các món an làm nhu l?a d?o mà giá thì không h? r?.thái d? ph?c v? thì ch? có nhân viên trông xe thì ni?m n? còn vs ph?c v? bàn thì quá t?i nhu là du?i khách di.An m?t l?n và m?t di không bao gi? quay l?i",0,mình an_? dây m?t l?n nói_chung là chua hài_lòng v?i quán an này d?u_tiên mình g?i m?t l?u éch 385k th?t_ra thì ?ch quá ít mà toàn là mang mình có g?i thêm m?t ngô chiên cung bình_thu?ng không có gì d?c_s?c d?c_bi?t mình g?i m?t n?m chân gà rút xuong v?i cánh_gà chiên m?m nhu trong hình v?i s? quá th?t_v?ng n?m chân gà rút xuong thì lèo_tèo vài mi?ng chân gà còn dâu toàn giá và d?c_bi?t là hành_tây quá th?t_v?ng mình di v?i con_gái mà các b?n ch? an du?c là bao vì quá nhi?u hành_tây r?t là hang mình là con_trai thì d? an nhung món dó v?i con_gái là h? không_th? an du?c chân gà chiên m?m nhu trong hình quá ít chân gà và v? món an thì quá bình_thu?ng so v?i m?t quán an l?n nhu quán này và giá_c? thì không h? r? 120k m?t dia chân gà và 110k cho dia n?m toàn rau 3 ngu?i an h?t 745k mà c?m_giác không x?ng v?i s? ti?n b? ra vì các món an làm nhu l?a_d?o mà giá thì không h? r? thái_d? ph?c_v? thì ch? có_nhân_viên trông xe thì ni?m_n? còn v?i ph?c_v? bàn thì quá t?i nhu là du?i khách di an m?t l?n và m?t di không bao_gi? quay l?i,an_? chua hài_lòng quán g?i l?u éch 385k ?ch quá toàn mang g?i ngô chiên bình_thu?ng không d?c_s?c g?i n?m chân gà rút xuong cánh_gà chiên m?m hình quá th?t_v?ng n?m chân gà rút xuong lèo_tèo mi?ng chân gà toàn giá hành_tây quá th?t_v?ng di con_gái ch? bao quá hành_tây r?t hang con_trai nhung món con_gái chân gà chiên m?m hình quá chân gà v? món quá bình_thu?ng quán quán giá_c? không h? r? 120k dia chân gà 110k dia n?m toàn rau 3 745k c?m_giác không x?ng ti?n món l?a_d?o giá không h? r? thái_d? ph?c_v? có_nhân_viên trông xe ni?m_n? ph?c_v? bàn quá t?i du?i di di không
